,personal,household,care_hh,care_nonhh,work_act,education_act,consume,prof_care,household_service,government,eating,leisure,sports,religious,volunteer,telephone,travel,sleep,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
760,550,125,0,0,470,0,0,0,0,0,60,215,0,0,0,0,20,0.0,40,11.3,2003,40,2,-1,36,3,1
773,610,80,0,0,510,0,0,0,0,0,30,110,0,0,0,0,80,0.0,40,27.8845,2003,40,2,-1,40,3,1
783,510,60,0,0,555,0,0,0,0,0,95,180,0,0,0,0,40,0.0,50,17.9538,2003,43,1,-1,26,1,0
791,395,0,0,0,480,0,0,0,0,0,90,270,95,0,0,0,110,0.0,35,8.0,2003,39,2,-1,19,3,1
794,229,100,17,0,543,0,0,0,0,0,45,380,0,0,0,31,95,0.0,45,21.1111111111,2003,43,1,-1,52,1,1
795,510,60,90,6,492,0,5,18,0,0,95,95,0,0,0,0,69,0.0,45,8.88888888889,2003,39,1,-1,73,3,3
797,535,0,100,0,575,0,0,0,0,0,60,150,0,0,0,0,20,0.0,60,26.6666666667,2003,40,1,-1,31,1,1
799,525,45,110,0,450,0,30,0,0,0,0,180,0,0,0,0,70,0.0,40,6.0,2003,39,2,-1,41,3,2
800,480,0,0,0,820,0,0,0,0,0,50,0,0,0,0,30,60,0.0,50,13.0768,2003,44,2,-1,28,3,0
802,540,210,0,0,540,0,0,0,0,0,90,0,0,0,0,0,60,0.0,40,8.5,2003,39,2,-1,36,3,1
809,525,40,60,0,625,0,20,0,0,0,30,80,0,0,0,0,60,0.0,40,7.0,2003,38,2,-1,27,1,2
810,510,0,0,0,410,0,0,0,0,0,150,180,0,0,0,0,190,0.0,55,19.93,2003,43,1,-1,34,1,2
826,510,0,0,0,535,0,0,0,0,0,90,75,90,0,0,0,135,0.0,50,31.0,2003,43,1,-1,30,1,2
832,525,165,0,17,225,0,0,0,0,0,70,353,0,0,0,0,55,0.0,60,9.16666666667,2003,43,1,-1,27,3,0
844,330,194,95,0,557,0,0,5,0,0,70,110,0,0,0,0,79,0.0,45,37.2444444444,2003,39,1,-1,31,1,1
848,570,280,160,0,135,0,0,0,0,0,85,140,30,0,0,0,40,0.0,65,18.8033846154,2003,46,1,-1,42,1,3
850,450,0,0,0,580,0,0,0,0,0,70,280,0,0,0,0,60,0.0,40,19.25,2003,39,1,-1,44,2,0
851,420,110,0,0,510,0,47,0,0,0,60,148,0,0,0,0,145,0.0,40,30.86525,2003,43,2,-1,33,1,0
862,520,130,4,0,443,0,10,40,0,0,75,181,0,0,0,0,37,0.0,40,25.0,2003,43,2,-1,57,1,1
867,540,150,0,0,390,0,0,0,0,0,120,180,0,0,0,0,0,0.0,65,25.4436923077,2003,43,1,-1,43,3,0
868,390,645,120,0,90,0,0,0,0,0,45,150,0,0,0,0,0,0.0,58,1.03448275862,2003,42,2,-1,44,1,2
869,570,135,0,0,430,0,0,0,0,0,60,205,0,0,0,0,40,0.0,40,3.75,2003,37,2,-1,57,3,0
872,420,30,100,0,570,0,30,0,0,0,135,75,0,0,0,0,80,0.0,40,17.77,2003,42,2,-1,28,1,1
876,600,145,16,0,435,0,0,0,0,0,51,80,0,0,0,0,113,0.0,43,15.6527906977,2003,41,1,-1,41,1,2
880,520,150,10,0,440,0,0,0,0,0,130,165,0,0,0,0,25,0.0,40,25.0,2003,43,2,-1,53,1,1
883,530,63,0,0,450,0,5,0,0,0,104,243,0,0,0,0,45,0.0,40,16.08125,2003,40,1,-1,48,3,0
885,420,145,15,0,465,0,30,0,0,0,95,215,0,0,0,0,55,0.0,40,24.519,2003,40,2,-1,47,1,2
886,924,0,128,0,180,0,0,0,0,0,30,80,88,0,0,0,10,0.0,45,21.3673333333,2003,41,1,-1,30,1,2
887,485,60,202,0,435,0,0,0,0,0,40,150,0,0,0,0,68,0.0,45,21.3673333333,2003,45,1,-1,42,1,2
894,390,0,65,0,520,190,0,0,0,0,90,0,0,0,0,0,155,0.0,47,24.549787234,2003,43,1,-1,39,1,1
898,380,104,139,0,466,0,5,0,0,0,60,210,0,0,0,0,76,0.0,55,29.9090909091,2003,40,1,-1,48,1,2
905,615,0,0,0,5,0,122,135,0,0,38,360,0,0,0,0,165,0.0,50,12.3076,2003,43,2,-1,25,3,0
906,360,10,0,0,330,0,0,0,0,0,20,495,0,0,0,0,225,0.0,42,14.2857142857,2003,39,1,-1,46,3,0
907,450,0,0,0,613,0,0,0,0,0,60,211,0,0,0,0,106,0.0,40,14.423,2003,39,1,-1,39,3,0
911,390,0,0,0,420,0,0,0,0,0,90,428,0,0,0,60,40,0.0,40,18.75,2003,40,1,-1,33,3,0
913,525,5,0,0,460,0,110,0,0,0,30,155,25,0,0,0,130,0.0,35,6.59314285714,2003,39,2,-1,58,1,0
919,530,0,0,0,465,0,0,0,0,0,35,350,0,0,0,0,60,0.0,50,35.28,2003,39,1,-1,25,1,2
922,445,40,135,0,665,0,0,0,0,0,20,85,0,0,0,0,50,0.0,44,39.3354545455,2003,44,2,-1,44,3,2
925,450,35,0,0,575,0,10,0,0,0,85,155,60,0,0,0,30,0.0,50,17.0,2003,39,1,-1,45,1,2
927,660,0,0,0,10,0,0,0,0,0,40,486,0,0,0,0,244,0.0,80,12.019125,2003,42,1,-1,29,1,2
930,490,60,55,0,490,0,60,0,0,0,45,150,45,10,0,0,30,0.0,40,13.45,2003,39,2,-1,32,1,2
931,415,6,15,0,483,0,50,140,0,0,190,16,0,0,0,0,120,0.0,40,10.96,2003,39,2,-1,59,1,0
936,525,5,0,0,540,0,0,0,0,0,30,255,0,0,0,40,45,0.0,40,28.825,2003,40,2,-1,54,3,0
944,620,180,0,0,470,0,0,0,0,0,30,90,0,0,0,0,50,0.0,40,12.3075,2003,40,2,-1,28,3,2
945,200,0,0,0,240,0,0,0,0,0,290,630,0,0,0,0,80,0.0,70,5.71428571429,2003,39,1,-1,31,2,2
947,513,160,2,0,493,0,0,0,0,0,45,150,0,0,0,0,77,0.0,40,10.0,2003,39,2,-1,44,1,1
963,447,30,20,20,485,0,100,0,0,0,120,5,0,0,0,0,213,0.0,45,17.7777777778,2003,40,1,-1,33,1,0
965,400,0,0,0,930,0,0,0,0,0,90,20,0,0,0,0,0,0.0,100,2.0,2003,39,1,-1,38,1,4
966,490,6,85,0,458,0,10,0,0,10,71,160,0,0,0,0,150,0.0,48,14.5833333333,2003,40,1,-1,49,1,2
969,490,300,0,0,450,0,0,0,0,0,57,90,0,0,0,0,43,0.0,40,12.5,2003,39,2,-1,31,3,1
976,435,60,0,0,680,0,0,0,0,0,70,180,0,0,0,0,15,0.0,61,11.0339344262,2003,43,1,-1,43,1,3
977,542,75,59,0,459,0,0,0,0,0,30,203,0,0,0,0,12,0.0,40,10.75,2003,39,1,-1,32,3,1
979,130,130,0,0,450,0,0,0,0,0,50,650,0,0,0,0,30,0.0,40,7.875,2003,39,1,-1,30,3,0
982,450,55,0,0,480,0,0,0,0,0,120,205,60,0,0,15,55,0.0,40,19.23075,2003,41,1,-1,27,1,0
992,447,188,210,2,4,0,30,0,0,0,64,290,0,0,0,0,205,0.0,62,24.8138709677,2003,40,1,-1,39,1,2
993,320,175,0,0,345,0,0,0,0,0,215,295,10,0,0,10,70,0.0,44,10.2272727273,2003,39,1,-1,25,3,0
996,476,37,22,0,531,0,0,0,0,0,78,208,0,0,0,0,88,0.0,49,23.9402040816,2003,43,2,-1,43,3,2
1006,405,20,300,0,300,0,0,0,0,0,40,235,30,0,0,0,110,0.0,60,48.0768333333,2003,45,1,-1,42,1,2
1007,540,50,110,0,425,0,0,0,0,0,65,180,0,0,0,0,55,0.0,45,59.2591111111,2003,43,2,-1,30,1,1
1008,390,75,75,0,585,0,0,0,0,0,15,195,0,0,0,15,90,0.0,45,12.8204444444,2003,43,2,-1,41,3,2
1010,330,90,0,0,540,0,30,0,0,0,130,260,0,0,0,0,60,0.0,40,6.5625,2003,37,1,-1,48,2,0
1011,810,0,0,0,120,0,0,0,0,0,150,350,0,0,0,0,10,0.0,50,7.2,2003,40,1,-1,51,1,0
1014,480,0,0,0,465,0,0,0,0,0,40,395,0,0,0,0,60,0.0,40,13.0275,2003,39,1,-1,41,1,1
1016,750,60,0,0,15,0,0,0,0,0,60,525,0,0,0,0,30,0.0,65,12.3076923077,2003,40,1,-1,31,3,0
1017,510,0,0,0,450,0,0,0,0,0,3,462,0,0,0,0,15,0.0,45,14.1024444444,2003,40,1,-1,28,1,0
1027,505,0,0,0,575,0,0,0,0,0,215,0,0,0,0,0,85,0.0,40,17.125,2003,43,1,-1,33,3,0
1035,480,122,0,0,617,0,3,0,0,0,38,100,0,0,0,50,30,0.0,40,5.0,2003,35,2,-1,25,3,0
1041,660,0,0,0,500,0,0,0,0,0,60,140,0,10,0,0,70,0.0,35,8.57142857143,2003,39,2,-1,37,3,1
1044,525,0,145,0,435,0,0,0,0,0,100,130,0,0,0,0,75,0.0,40,16.82675,2003,43,1,-1,34,1,2
1046,345,115,90,0,545,0,0,0,0,0,75,120,0,0,0,0,150,0.0,40,6.923,2003,40,2,-1,24,3,1
1054,578,30,60,0,257,0,20,0,0,0,100,30,0,60,0,0,45,0.0,43,10.0,2003,40,2,-1,33,3,1
1055,471,12,1,0,688,0,5,0,0,0,37,106,0,0,0,0,120,0.0,60,12.0,2003,39,1,-1,36,1,2
1061,540,240,0,0,60,0,20,0,0,0,75,430,0,0,0,0,34,0.0,45,64.1024444444,2003,40,1,-1,45,1,3
1071,365,105,47,0,638,0,0,0,0,0,0,0,0,0,0,0,285,0.0,55,19.5803636364,2003,39,2,-1,44,3,2
1079,450,120,0,0,15,0,0,0,120,0,0,60,450,0,0,30,195,0.0,40,38.4615,2003,44,1,-1,51,1,1
1082,499,20,0,15,794,0,0,0,0,0,10,30,0,0,0,0,72,0.0,50,16.923,2003,40,2,-1,54,3,0
1084,460,30,65,0,522,0,0,0,0,0,120,169,0,0,0,0,66,0.0,40,16.7,2003,42,2,-1,31,3,1
1095,495,15,0,0,541,0,3,0,0,0,70,205,0,0,0,0,51,0.0,45,38.4613333333,2003,44,1,-1,49,1,1
1097,760,125,0,0,300,0,0,0,0,0,45,205,0,0,0,0,5,0.0,40,9.35,2003,40,2,-1,34,1,0
1101,685,450,0,0,5,0,0,0,0,0,0,260,0,0,0,0,40,0.0,50,48.0768,2003,43,1,-1,37,3,0
1102,470,60,130,0,535,0,5,0,0,0,70,70,0,0,0,0,70,0.0,45,25.3,2003,43,1,-1,49,1,2
1117,485,15,0,0,755,0,5,0,0,0,60,60,0,0,0,0,60,0.0,40,14.0,2003,40,1,-1,55,3,0
1119,660,120,15,0,15,0,0,0,0,0,210,150,0,45,120,0,105,0.0,40,22.5,2003,44,2,-1,35,1,2
1122,390,50,0,0,765,0,0,0,0,0,85,0,0,0,0,30,60,0.0,40,25.0,2003,43,2,-1,50,1,0
1123,540,0,90,0,475,0,0,0,0,0,30,235,0,0,0,0,70,0.0,48,9.16666666667,2003,39,1,-1,47,1,1
1124,515,0,300,0,10,0,30,0,0,0,260,130,0,0,0,0,155,0.0,40,16.42,2003,43,2,-1,30,3,1
1137,530,0,30,0,620,0,0,0,0,0,150,90,0,0,0,0,20,0.0,40,24.03825,2003,46,1,-1,36,1,1
1139,529,325,0,0,61,0,15,0,0,0,120,300,0,0,0,0,90,0.0,70,12.8571428571,2003,39,1,-1,43,1,1
1140,448,50,92,0,505,0,0,0,0,0,90,90,0,0,0,0,165,0.0,50,19.2306,2003,46,1,-1,42,1,2
1141,418,95,120,0,630,0,35,0,0,0,60,60,0,0,0,0,22,0.0,50,30.0,2003,43,2,-1,35,1,2
1142,455,65,0,0,600,0,0,0,0,0,35,120,90,0,0,45,30,0.0,55,26.2236363636,2003,43,1,-1,23,3,0
1143,660,0,0,0,60,0,130,0,0,0,30,380,60,0,0,30,90,0.0,40,36.0575,2003,43,1,-1,31,1,0
1145,555,60,0,0,490,0,0,0,0,0,65,225,0,0,0,0,45,0.0,40,16.75,2003,39,1,-1,36,1,2
1150,525,225,0,0,495,0,0,0,0,0,30,135,0,0,0,0,30,0.0,40,12.0,2003,42,2,-1,43,1,2
1153,580,5,0,0,790,0,0,0,0,0,0,30,0,0,0,0,35,0.0,48,23.75,2003,41,2,-1,63,3,0
1157,315,0,0,0,1035,0,0,0,0,0,20,0,40,0,0,0,30,0.0,65,44.3786153846,2003,45,1,-1,59,1,0
1162,590,0,0,0,475,0,0,0,0,0,75,260,0,0,0,0,40,0.0,40,33.65375,2003,40,1,-1,49,1,0
1166,420,100,0,0,635,0,10,0,0,0,60,155,0,0,0,0,60,0.0,50,23.0768,2003,43,1,-1,55,1,0
1167,570,45,112,0,393,0,15,0,0,0,90,157,0,0,0,0,48,0.0,40,13.82,2003,44,2,-1,36,1,1
1168,625,95,0,0,465,0,30,0,0,0,30,150,0,0,0,0,45,0.0,47,8.51063829787,2003,40,2,-1,21,3,0
1170,560,0,3,2,666,0,0,0,0,0,40,0,0,0,0,0,169,0.0,57,11.470877193,2003,43,1,-1,31,1,2
1172,595,330,95,0,45,0,0,0,0,0,90,255,0,0,0,0,30,0.0,48,58.75,2003,41,1,-1,43,1,3
1182,270,40,75,0,529,0,8,0,0,0,45,323,0,0,0,30,60,0.0,45,29.9126666667,2003,43,1,-1,48,1,1
1183,490,100,30,0,585,0,0,0,0,0,40,95,60,0,0,0,40,0.0,40,57.69225,2003,46,2,-1,41,1,2
1184,540,65,0,0,470,0,50,0,0,0,55,185,0,0,0,0,75,0.0,40,20.19225,2003,43,1,-1,52,1,0
1185,510,30,0,2,718,0,0,0,0,0,20,85,0,0,0,30,45,0.0,60,9.61533333333,2003,39,2,-1,54,1,0
1194,635,0,0,0,505,0,5,0,0,0,35,150,0,0,0,0,110,0.0,40,15.0,2003,41,1,-1,35,1,2
1195,510,60,350,0,205,0,30,0,0,0,60,120,0,0,0,0,105,0.0,55,34.2629090909,2003,46,1,-1,35,1,2
1204,410,0,0,0,715,0,60,0,0,0,120,90,0,0,0,0,45,0.0,60,16.0255,2003,44,2,-1,48,1,0
1206,480,0,0,0,528,0,15,0,0,0,328,57,0,0,0,0,32,0.0,62,6.29032258065,2003,39,1,-1,19,3,0
1208,540,80,112,0,412,0,0,0,0,0,80,125,0,0,0,0,91,0.0,40,38.4615,2003,43,2,-1,41,3,2
1210,420,330,0,0,585,0,0,0,0,0,15,0,0,0,0,0,90,0.0,50,16.74,2003,40,1,-1,31,1,3
1213,446,76,22,0,480,0,5,5,0,3,0,256,0,0,0,9,138,0.0,40,9.48,2003,43,2,-1,40,3,2
1224,481,300,0,3,454,0,1,0,0,0,58,78,0,0,0,0,65,0.0,40,7.2,2003,40,2,-1,59,3,0
1230,600,10,0,0,500,0,5,15,0,0,60,190,0,0,0,0,60,0.0,40,16.0,2003,40,2,-1,58,3,0
1239,580,0,0,3,450,0,0,0,0,0,60,207,60,0,0,0,80,0.0,40,13.0,2003,39,1,-1,61,1,0
1240,535,0,0,0,500,0,0,0,0,0,50,275,0,0,0,0,80,0.0,63,5.15873015873,2003,39,1,-1,26,1,4
1243,545,40,30,0,340,0,40,0,0,0,85,145,0,0,0,0,155,0.0,40,4.75,2003,43,1,-1,54,1,3
1249,670,0,0,0,430,0,45,0,0,0,95,120,0,0,0,0,80,0.0,40,14.5,2003,43,1,-1,54,3,0
1250,534,0,0,0,240,0,0,0,0,0,75,345,0,0,0,0,244,0.0,40,10.725,2003,40,1,-1,29,2,0
1251,570,665,0,0,60,0,10,5,0,0,20,70,0,0,0,0,40,0.0,40,19.23075,2003,39,2,-1,49,1,0
1260,445,0,15,0,680,0,45,0,0,0,135,30,0,0,0,0,90,0.0,45,64.1024444444,2003,44,2,-1,47,1,2
1261,480,75,60,0,510,150,0,0,0,0,40,0,60,0,0,0,65,0.0,40,39.0625,2003,43,1,-1,48,1,3
1262,524,15,0,2,569,0,20,0,0,0,40,120,30,0,0,15,105,0.0,40,9.375,2003,43,2,-1,23,3,0
1264,360,0,0,0,390,0,10,0,0,0,60,545,0,0,0,0,75,0.0,40,20.0,2003,40,1,-1,61,3,0
1265,470,135,162,0,390,0,0,0,0,0,90,25,0,0,90,0,78,0.0,35,25.2745714286,2003,43,2,-1,41,1,2
1269,630,0,0,0,564,0,0,0,0,0,30,125,0,0,0,0,91,0.0,40,11.3,2003,39,2,-1,47,1,0
1270,540,200,15,0,255,0,180,0,0,0,150,0,0,60,0,0,40,0.0,60,48.0768333333,2003,44,2,-1,50,1,1
1274,928,30,0,0,20,0,0,0,0,0,60,398,0,0,0,0,4,0.0,55,16.1363636364,2003,39,1,-1,23,3,0
1276,510,0,0,0,300,0,0,0,0,0,120,330,0,0,0,0,180,0.0,40,14.423,2003,39,1,-1,50,1,1
1280,680,54,1,2,353,0,0,0,0,0,95,167,0,0,0,3,80,0.0,37,10.8108108108,2003,39,2,-1,19,3,1
1288,510,80,0,0,590,0,0,0,0,0,65,155,0,0,0,0,40,0.0,45,18.4126666667,2003,39,2,-1,38,3,2
1294,725,80,20,0,240,0,0,0,0,0,40,250,60,0,0,0,25,0.0,40,14.423,2003,39,2,-1,31,1,3
1302,570,0,0,0,480,0,0,0,0,0,40,290,0,0,0,0,60,0.0,45,17.094,2003,39,1,-1,61,1,0
1303,484,91,0,0,455,0,0,0,0,0,135,195,0,0,0,0,80,0.0,38,30.3642105263,2003,39,1,-1,62,1,0
1307,450,0,0,0,510,0,75,0,0,0,45,285,0,0,0,0,75,0.0,40,20.19225,2003,43,1,-1,65,1,0
1309,420,0,0,0,435,0,0,0,0,0,30,285,120,0,0,0,150,0.0,40,18.75,2003,39,1,-1,28,1,0
1311,520,35,0,0,255,0,0,0,0,0,70,190,275,0,0,40,55,0.0,37,33.7837837838,2003,44,2,-1,44,3,0
1317,395,5,0,0,583,0,5,0,0,0,55,258,0,0,0,0,139,0.0,50,12.923,2003,35,1,-1,47,1,1
1320,415,60,0,0,505,0,15,10,0,0,10,145,0,165,0,12,103,0.0,40,15.0,2003,38,1,-1,54,3,0
1329,550,90,0,0,405,0,0,0,0,0,115,203,0,0,0,0,77,0.0,35,20.0,2003,39,2,-1,61,1,0
1338,425,97,160,0,540,0,2,0,0,0,85,29,0,0,0,0,54,0.0,55,26.2236363636,2003,41,1,-1,46,1,3
1339,330,0,0,0,1000,0,0,0,0,0,30,0,0,0,0,0,80,0.0,60,11.2178333333,2003,46,1,-1,29,1,1
1342,760,20,0,0,90,0,290,0,0,0,70,150,0,0,0,0,60,0.0,55,6.81818181818,2003,40,1,-1,25,3,1
1344,420,15,45,0,736,0,5,0,0,0,30,145,0,0,0,10,34,0.0,60,38.4615,2003,43,1,-1,39,1,3
1346,470,56,0,0,540,0,0,0,0,0,94,220,60,0,0,0,0,0.0,50,26.923,2003,41,1,-1,61,1,0
1350,495,90,0,0,555,0,90,0,0,0,0,100,30,0,0,0,80,0.0,40,13.25,2003,43,2,-1,32,3,0
1354,505,15,17,0,539,0,0,0,0,0,20,274,0,0,0,0,70,0.0,50,26.923,2003,45,1,-1,41,1,0
1359,230,50,10,240,564,0,0,0,0,0,0,15,0,0,0,0,331,0.0,40,21.6345,2003,43,1,-1,28,1,3
1363,482,6,0,0,523,0,0,0,0,0,127,120,0,0,0,30,152,0.0,50,34.6152,2003,44,2,-1,46,3,0
1364,585,0,0,0,510,0,0,0,0,0,215,60,0,0,0,0,70,0.0,50,21.5384,2003,44,2,-1,26,1,0
1368,530,0,65,0,450,0,15,0,0,0,180,85,0,0,0,0,115,0.0,40,14.90375,2003,42,1,-1,38,1,3
1371,225,150,0,240,150,0,195,0,0,0,30,390,0,0,0,0,60,0.0,48,25.0,2003,43,1,-1,44,3,0
1377,585,55,0,0,435,0,0,0,0,0,60,120,0,0,0,0,185,0.0,40,16.82675,2003,43,2,-1,33,3,1
1379,270,95,137,0,465,0,0,0,0,0,30,250,0,0,0,0,193,0.0,36,22.4358333333,2003,44,2,-1,40,1,1
1381,565,75,85,0,475,0,60,0,0,0,30,0,0,0,0,60,90,0.0,37,12.7337837838,2003,39,2,-1,33,3,1
1385,560,0,0,0,420,0,0,0,0,0,100,60,0,120,0,0,180,0.0,60,25.9615,2003,45,1,-1,61,1,0
1388,390,20,150,0,400,0,0,0,0,0,45,0,0,0,0,10,20,0.0,75,33.3333333333,2003,45,1,-1,35,1,3
1402,525,180,0,0,452,0,0,0,0,0,70,180,0,0,0,0,33,0.0,35,4.14285714286,2003,44,2,-1,25,1,0
1403,605,0,1,0,535,0,0,0,0,0,30,129,60,0,0,0,80,0.0,35,18.1317142857,2003,44,2,-1,31,1,0
1406,780,0,0,0,375,0,0,0,0,0,10,230,0,0,0,0,45,0.0,40,8.94225,2003,39,2,-1,38,3,3
1408,480,15,0,0,685,0,0,0,0,0,40,90,0,0,0,60,70,0.0,60,4.4,2003,43,2,-1,53,3,0
1415,565,320,25,0,30,0,0,0,0,0,25,430,0,20,0,25,0,0.0,42,24.7252380952,2003,43,2,-1,39,1,1
1428,935,100,0,0,140,0,185,0,0,0,0,0,0,0,0,0,80,0.0,50,9.923,2003,43,2,-1,28,3,2
1429,435,20,15,0,690,0,0,0,0,0,130,70,0,0,0,0,80,0.0,70,29.945,2003,43,1,-1,38,1,1
1438,510,60,93,0,580,0,5,0,0,0,44,80,0,0,0,0,68,0.0,40,72.11525,2003,39,2,-1,47,3,1
1444,465,55,0,0,480,0,0,0,0,0,75,245,60,0,0,0,60,0.0,40,26.44225,2003,43,1,-1,34,3,0
1451,200,0,0,0,440,0,0,0,0,0,90,425,60,100,0,0,125,0.0,76,12.1456578947,2003,40,1,-1,40,1,2
1461,450,50,120,0,470,0,0,0,0,0,65,160,0,0,0,0,125,0.0,50,9.72,2003,39,2,-1,25,3,1
1468,540,0,0,0,525,0,0,0,0,0,345,0,0,0,0,0,30,0.0,45,23.3333333333,2003,43,2,-1,45,3,1
1469,295,110,0,0,735,0,0,0,0,0,120,80,0,0,0,0,100,0.0,50,10.53,2003,39,1,-1,34,1,3
1471,500,29,0,0,643,0,15,0,0,0,30,173,0,0,0,0,50,0.0,40,26.44225,2003,43,1,-1,52,1,0
1473,490,20,0,0,490,0,0,0,0,0,145,80,70,0,0,0,145,0.0,40,32.3075,2003,44,1,-1,46,1,0
1478,561,32,97,0,120,0,0,0,0,0,60,570,0,0,0,0,0,0.0,50,38.4614,2003,43,1,-1,33,1,1
1485,370,555,0,0,120,0,45,0,0,0,75,240,0,0,0,0,35,0.0,72,7.45333333333,2003,39,1,-1,24,1,1
1488,660,0,0,0,115,0,0,0,0,0,30,630,0,0,0,0,5,0.0,59,14.7966101695,2003,39,1,-1,37,1,1
1490,300,570,0,0,440,0,0,0,0,0,90,0,0,0,0,0,40,0.0,48,5.33333333333,2003,40,1,-1,32,1,1
1496,575,30,20,0,510,0,90,0,0,0,60,120,0,0,0,0,35,0.0,40,7.69225,2003,39,2,-1,35,3,2
1503,530,0,0,20,510,0,0,0,0,0,90,105,0,0,120,0,65,0.0,40,34.8075,2003,43,1,-1,47,2,1
1508,450,90,0,0,435,0,0,0,0,0,45,300,0,0,0,60,0,0.0,60,33.6538333333,2003,46,1,-1,63,3,0
1510,570,10,50,0,435,0,0,0,0,0,45,255,0,0,0,0,75,0.0,40,18.75,2003,44,2,-1,39,1,1
1530,510,60,0,0,490,0,0,0,0,0,60,200,0,80,0,0,40,0.0,40,15.0,2003,43,2,-1,80,3,0
1533,519,28,0,171,564,0,8,0,0,0,10,75,0,0,0,0,65,0.0,47,24.1406382979,2003,43,2,-1,54,1,0
1539,390,0,32,0,630,0,0,0,0,0,85,180,53,0,0,0,70,0.0,60,35.2563333333,2003,40,1,-1,49,1,1
1540,625,165,45,0,30,0,50,0,0,0,120,360,0,0,0,0,45,0.0,45,42.7348888889,2003,44,1,-1,43,1,2
1541,515,200,0,0,475,0,15,0,0,0,95,90,0,0,0,0,30,0.0,60,35.2563333333,2003,39,1,-1,44,1,2
1551,500,85,0,0,600,0,0,0,0,0,60,125,0,0,0,0,70,0.0,35,9.42857142857,2003,39,2,-1,50,1,1
1552,525,80,125,0,500,0,0,0,0,0,45,0,60,0,0,0,105,0.0,40,17.78825,2003,44,2,-1,33,1,2
1556,480,150,0,0,455,0,15,0,0,0,90,200,0,0,0,0,50,0.0,40,29.48,2003,39,1,-1,54,3,0
1562,379,35,90,5,560,0,120,20,0,0,115,25,0,0,0,0,91,0.0,40,13.6,2003,39,1,-1,29,1,2
1566,530,60,0,0,115,0,20,0,0,0,45,235,355,0,0,0,80,0.0,40,36.45825,2003,43,1,-1,44,1,2
1567,380,130,170,0,120,0,5,0,0,0,40,365,90,0,0,30,110,0.0,50,23.0768,2003,40,1,-1,39,1,3
1570,570,0,0,0,525,0,0,0,0,0,20,225,0,0,0,0,100,0.0,40,15.0,2003,39,1,-1,37,3,1
1581,405,0,0,0,855,0,5,0,0,0,80,45,0,0,0,0,50,0.0,81,6.7012345679,2003,39,1,-1,34,1,2
1584,600,60,47,0,410,0,0,0,0,0,100,155,0,0,0,0,68,0.0,38,17.8136842105,2003,40,2,-1,39,3,1
1585,425,60,0,0,295,0,0,0,0,0,55,175,0,0,0,0,430,0.0,60,20.0,2003,39,1,-1,35,3,0
1588,548,0,31,0,421,0,0,0,0,0,50,307,0,0,0,0,83,0.0,40,12.5,2003,43,1,-1,39,1,2
1604,480,30,60,0,520,0,0,0,0,0,45,210,0,0,0,0,50,0.0,40,18.0,2003,39,1,-1,42,1,2
1609,450,15,185,0,515,0,25,5,0,0,15,84,0,0,0,30,81,0.0,52,7.19230769231,2003,39,2,-1,52,3,0
1613,480,0,0,0,775,0,0,0,0,0,55,80,0,0,0,0,50,0.0,52,10.6615384615,2003,39,2,-1,50,3,0
1616,390,25,55,0,650,0,20,5,0,0,0,100,0,0,45,0,150,0.0,45,15.5555555556,2003,43,1,-1,48,1,2
1618,400,15,55,0,795,0,0,0,0,0,45,70,0,0,0,0,60,0.0,70,32.967,2003,43,1,-1,44,1,4
1624,630,305,0,0,60,0,0,0,0,0,25,420,0,0,0,0,0,0.0,45,8.54688888889,2003,43,2,-1,34,1,0
1626,690,225,0,0,30,0,0,0,0,0,105,390,0,0,0,0,0,0.0,40,34.0,2003,43,1,-1,61,1,0
1627,560,30,70,0,484,0,0,0,0,0,30,245,0,0,0,1,20,0.0,35,9.0,2003,39,2,-1,31,2,2
1630,570,95,0,0,45,0,0,0,0,0,90,582,0,0,0,0,58,0.0,50,41.92,2003,43,1,-1,47,1,0
1632,200,0,0,0,965,0,0,0,0,0,30,90,0,0,0,0,20,0.0,40,14.3175,2003,39,1,-1,42,3,0
1633,508,25,0,90,445,0,30,0,0,0,75,212,0,0,0,0,55,0.0,50,19.6152,2003,44,2,-1,51,1,0
1636,390,100,0,0,560,0,0,0,0,0,45,218,0,0,0,32,85,0.0,44,13.2184090909,2003,39,2,-1,57,3,0
1643,460,5,210,0,470,0,0,0,0,0,80,125,0,0,0,40,50,0.0,40,10.0,2003,39,2,-1,39,1,5
1646,660,30,0,0,525,0,0,0,0,0,150,15,0,0,0,0,60,0.0,40,9.61525,2003,39,1,-1,41,1,2
1648,305,25,0,0,900,0,0,0,0,0,20,25,40,0,0,0,125,0.0,46,20.0667391304,2003,44,2,-1,52,1,1
1649,435,165,270,0,60,0,30,0,0,0,120,60,0,195,0,0,105,0.0,40,8.65,2003,39,2,-1,38,1,1
1651,690,0,0,0,625,0,0,0,0,0,60,15,0,0,0,0,50,0.0,40,5.03125,2003,39,2,-1,21,3,1
1654,593,0,0,0,538,0,40,0,0,0,60,150,0,0,0,0,59,0.0,40,17.3075,2003,39,2,-1,47,1,0
1658,350,0,0,0,630,0,0,0,0,0,90,315,0,0,0,0,55,0.0,42,16.0,2003,39,1,-1,51,1,0
1659,405,55,0,0,340,0,181,0,0,0,0,324,0,0,0,0,105,0.0,40,9.94,2003,39,2,-1,48,3,0
